customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,customer_region_Nordeste,customer_region_Norte,customer_region_Sudeste,customer_region_Sul
41,101,187.27,2,10.62,5,6,2,37.77,1,1,9,4,True,False,False,False
45,32,769.77,4,2.71,5,11,3,56.6,3,4,1,7,False,True,False,False
30,108,672.26,6,1.12,8,9,0,64.07,3,1,7,3,False,True,False,False
53,106,273.2,6,10.77,1,12,4,54.32,1,1,4,4,False,False,True,False
28,47,255.69,3,4.34,10,4,3,45.43,2,4,0,8,False,False,True,False
53,87,342.28,6,35.49,5,11,1,32.54,1,3,0,6,False,False,True,False
66,2,928.87,5,5.77,4,9,2,7.25,3,1,7,4,False,True,False,False
66,108,479.82,1,7.02,5,12,0,15.18,2,2,10,3,True,False,False,False
64,16,496.66,1,33.57,6,11,1,22.2,1,3,10,5,False,False,False,False
19,18,424.63,5,46.47,6,7,2,51.03,1,0,6,2,False,False,True,False
66,52,367.49,2,19.37,9,9,2,52.39,3,3,8,6,True,False,False,False
23,72,667.41,4,13.65,10,6,3,60.1,3,0,11,2,False,True,False,False
32,55,107.37,4,121.72,2,12,1,22.03,3,4,10,8,False,False,False,True
54,7,160.92,1,14.39,11,5,7,51.92,3,1,5,5,False,False,False,False
59,37,43.03,6,9.33,9,10,2,33.01,1,3,2,4,True,False,False,False
45,15,174.88,3,15.02,9,10,8,40.97,1,2,8,5,False,False,True,False
48,106,339.66,1,126.71,1,14,3,29.22,2,3,5,7,False,False,True,False
18,5,276.35,4,1.92,4,10,2,38.63,1,1,2,6,False,True,False,False
37,33,733.45,2,16.67,4,2,1,30.35,2,5,2,8,True,False,False,False
44,113,537.11,2,7.91,8,12,2,48.0,3,0,4,1,False,False,True,False
24,33,267.53,1,25.33,3,5,1,44.47,1,0,11,2,True,False,False,False
41,26,560.4,5,18.52,10,2,4,37.7,2,1,9,4,False,True,False,False
18,75,374.21,1,56.94,4,12,4,65.91,3,1,2,5,False,False,False,True
53,43,525.0,1,8.5,2,7,3,35.24,3,2,10,7,False,False,True,False
65,58,259.67,4,35.88,5,11,1,14.02,3,3,9,6,False,False,False,False
19,61,552.92,5,22.51,3,4,1,43.12,3,4,7,6,False,False,False,False
24,87,209.78,5,15.98,6,14,0,35.3,2,2,5,3,True,False,False,False
64,112,157.66,1,0.3,8,12,2,40.78,1,1,4,5,False,True,False,False
42,43,234.72,6,29.23,6,8,4,60.15,3,1,3,5,False,False,False,True
48,76,262.66,3,39.6,10,14,3,32.69,2,0,3,1,True,False,False,False
62,7,323.25,3,12.78,4,12,4,47.3,2,3,8,8,True,False,False,False
57,101,141.42,1,2.16,1,14,2,38.97,1,2,6,4,True,False,False,False
29,63,522.65,3,53.95,7,4,5,43.43,1,2,3,5,False,False,False,True
69,109,208.31,2,0.46,2,12,2,38.89,2,0,8,4,False,False,False,False
19,45,118.34,6,45.14,7,4,3,51.67,3,1,6,3,False,False,False,True
45,57,533.08,6,5.45,7,9,1,9.67,1,5,5,8,False,False,False,True
52,45,197.76,1,7.91,7,14,2,44.67,3,1,5,3,True,False,False,False
45,42,897.72,6,10.46,10,4,0,44.64,3,4,0,9,False,False,False,False
50,106,889.87,3,10.21,7,8,0,53.27,1,2,6,4,False,False,False,True
48,45,289.31,5,2.66,3,14,1,41.1,3,0,9,4,False,False,True,False
48,47,245.86,2,13.17,5,9,0,21.03,1,1,2,3,False,False,True,False
28,112,448.35,5,5.93,3,5,1,35.76,1,1,10,3,False,True,False,False
19,6,548.3,6,13.42,7,6,2,54.82,3,1,2,3,False,False,False,True
22,17,629.21,3,4.53,7,8,4,41.62,2,2,1,4,True,False,False,False
38,52,486.84,5,25.31,3,11,2,51.33,3,2,0,5,False,False,True,False
45,52,347.52,3,10.79,2,13,3,17.34,1,3,4,5,True,False,False,False
20,49,974.57,2,0.74,7,9,2,25.14,1,1,3,4,False,True,False,False
56,93,1079.2,4,35.65,9,12,2,41.87,1,0,5,4,True,False,False,False
45,37,584.88,4,37.6,10,2,3,50.13,2,1,1,3,False,True,False,False
37,114,168.86,1,49.22,1,4,1,62.68,2,3,11,5,False,True,False,False
23,4,320.58,5,17.96,10,10,3,36.7,2,2,0,5,False,False,False,False
31,75,273.3,1,3.03,6,13,1,35.4,2,3,3,7,True,False,False,False
25,33,996.42,3,9.6,8,4,4,39.62,2,4,6,8,False,True,False,False
41,13,512.99,3,12.4,9,13,1,57.34,1,0,2,2,False,False,True,False
39,27,1246.46,3,50.38,8,2,3,42.95,1,1,10,6,True,False,False,False
39,113,267.81,1,50.89,7,5,3,41.14,3,1,11,3,True,False,False,False
29,32,34.42,6,6.89,4,5,3,33.23,1,1,10,3,False,True,False,False
60,117,7.76,4,29.21,1,6,4,25.37,1,3,7,7,True,False,False,False
55,69,110.92,5,75.5,7,11,3,51.15,2,3,11,5,False,False,True,False
46,95,203.81,6,27.65,7,5,2,26.61,2,0,3,4,True,False,False,False
48,86,224.19,4,69.2,9,13,2,17.73,1,0,1,2,False,False,True,False
22,98,288.6,5,29.35,1,13,3,37.36,2,1,3,4,False,False,False,True
51,54,610.5,2,6.92,9,9,5,47.49,2,1,4,3,False,False,False,True
18,76,155.47,6,34.47,10,14,5,40.27,1,2,11,5,False,False,False,True
47,86,180.27,6,0.28,8,11,1,33.55,3,1,1,4,False,False,True,False
23,45,323.6,3,26.73,4,10,3,44.97,3,3,8,5,False,False,True,False
40,41,339.39,3,35.53,3,11,4,57.96,1,5,5,7,False,False,False,False
59,77,862.56,5,7.64,6,10,2,24.74,1,2,6,4,False,True,False,False
38,19,258.63,4,23.2,10,12,0,37.57,2,2,9,2,True,False,False,False
23,12,204.18,1,7.13,1,9,2,31.3,1,2,4,5,True,False,False,False
20,114,108.6,3,1.08,4,5,1,36.61,3,0,11,2,False,False,False,True
64,42,207.79,2,7.54,1,6,4,39.99,2,0,0,1,False,False,False,False
32,66,435.65,3,44.54,1,11,1,47.15,2,2,0,5,True,False,False,False
38,3,126.52,1,27.55,9,2,2,43.38,2,2,4,4,False,True,False,False
62,30,379.53,4,33.46,5,11,4,22.43,3,4,3,8,False,False,False,True
60,45,289.33,1,14.56,9,2,3,21.79,2,1,10,4,False,False,True,False
23,39,367.96,2,15.12,5,12,2,33.31,2,3,7,5,False,False,False,False
25,17,181.95,3,23.26,11,10,2,36.43,1,1,1,5,False,False,False,False
42,62,669.71,4,48.75,5,14,1,23.83,1,1,8,5,True,False,False,False
64,56,425.3,1,31.16,8,13,3,32.52,2,1,7,3,False,False,False,False
62,44,193.11,5,152.31,7,11,2,49.51,2,1,0,3,False,False,False,True
42,64,225.87,4,12.11,9,4,1,21.53,3,0,1,3,False,True,False,False
58,45,575.72,4,104.89,3,14,0,37.47,3,2,11,2,False,False,False,True
33,82,393.87,6,88.01,3,12,4,42.82,2,0,5,2,False,False,True,False
47,17,240.26,1,24.33,5,10,4,45.68,1,3,9,5,False,False,False,True
66,57,39.17,4,38.59,9,13,2,41.58,2,2,9,5,False,False,False,False
53,39,604.77,2,44.27,2,10,0,21.04,2,2,6,3,False,False,False,False
42,57,427.33,3,19.31,9,3,1,47.92,1,1,1,3,False,False,True,False
46,84,139.76,5,9.24,11,6,5,45.37,2,4,10,8,False,True,False,False
50,47,516.65,4,1.33,4,9,3,26.85,1,4,11,8,False,False,False,False
34,69,195.24,5,28.31,1,5,4,30.12,3,0,2,3,True,False,False,False
35,93,361.43,6,26.03,9,10,2,38.98,3,0,3,2,True,False,False,False
32,17,373.43,2,9.42,5,3,5,39.86,2,1,6,3,False,False,False,False
25,27,718.7,4,46.23,7,10,3,27.76,2,0,11,2,False,False,False,True
59,24,48.24,6,15.61,9,13,3,34.29,3,1,8,3,False,False,True,False
26,98,322.05,5,40.78,10,7,0,24.8,3,0,2,3,False,False,True,False
67,53,594.93,4,110.26,4,4,0,58.7,2,2,6,5,True,False,False,False
37,92,658.08,4,146.48,11,5,1,24.71,1,2,0,3,False,True,False,False
29,118,877.54,5,20.54,3,2,3,59.17,1,2,7,5,False,True,False,False
69,24,168.78,5,38.13,10,8,1,58.82,2,0,11,2,False,True,False,False
30,77,244.71,1,3.33,5,10,1,41.74,2,2,7,4,True,False,False,False
33,31,397.15,6,9.23,7,8,2,50.58,1,1,3,4,False,False,False,False
42,11,380.12,4,5.09,3,13,1,67.79,2,2,5,3,False,True,False,False
28,92,485.61,3,35.78,3,13,1,47.55,3,1,7,5,False,False,False,True
29,65,287.69,5,59.09,2,11,1,52.98,3,0,8,4,False,True,False,False
49,78,829.68,3,29.03,8,13,2,47.23,1,0,4,1,False,True,False,False
20,1,458.95,2,9.51,10,6,4,28.23,3,0,10,3,False,False,False,True
18,117,660.3,6,51.57,7,4,2,32.19,1,4,6,6,False,False,True,False
51,108,325.19,1,61.0,4,8,4,23.69,1,0,10,3,True,False,False,False
40,16,555.7,3,3.58,11,14,3,33.07,3,3,0,6,False,False,False,True
27,16,281.76,4,33.18,11,12,2,19.95,2,3,1,6,False,False,True,False
32,74,553.97,3,10.81,10,10,3,17.59,3,2,0,5,True,False,False,False
46,88,866.71,6,48.85,1,5,4,43.48,3,0,4,6,False,True,False,False
54,107,939.01,2,49.17,4,14,4,33.28,2,1,1,4,True,False,False,False
22,103,72.67,3,20.24,5,2,2,43.21,2,3,0,7,False,False,False,True
50,36,297.13,6,0.9,2,13,1,34.19,3,2,8,3,False,False,True,False
43,50,247.16,5,5.22,7,6,2,20.08,3,0,3,1,False,False,False,False
35,110,701.83,1,59.58,11,9,3,42.8,3,0,11,2,False,False,True,False
64,3,1118.27,1,24.39,5,9,3,55.7,3,1,2,3,False,False,False,True
25,88,414.07,2,62.04,10,11,4,44.76,2,2,9,4,False,True,False,False
55,93,220.2,5,10.85,10,10,2,30.35,2,1,0,3,False,False,True,False
58,33,1171.74,2,0.47,6,5,1,45.97,2,2,5,5,False,False,False,False
63,16,825.63,4,19.12,2,5,3,33.98,2,1,10,3,True,False,False,False
69,28,764.79,6,27.85,1,3,1,49.9,1,3,9,4,True,False,False,False
44,118,427.64,1,0.34,3,10,2,45.33,3,2,10,5,False,True,False,False
23,60,1011.99,1,1.29,8,14,3,13.34,2,1,9,3,False,False,False,True
52,116,148.25,5,37.57,8,3,1,29.75,2,2,1,7,True,False,False,False
53,111,370.2,4,21.2,3,5,3,21.88,1,0,6,2,False,True,False,False
22,8,382.37,4,86.84,10,14,6,46.75,3,0,5,3,False,True,False,False
38,110,568.47,4,52.27,6,5,0,32.77,1,0,8,0,False,False,False,True
68,65,144.49,3,96.15,10,6,3,42.59,1,0,6,3,False,False,True,False
22,34,199.75,2,17.43,3,9,1,46.04,3,0,6,2,False,False,True,False
44,45,277.26,3,54.44,6,8,3,42.2,3,3,8,7,False,False,False,True
64,12,344.26,5,26.39,10,8,4,34.14,2,4,7,7,False,False,True,False
63,85,708.67,6,57.14,6,6,1,53.31,3,0,7,2,False,False,False,True
44,80,404.4,2,12.49,10,5,5,25.46,2,1,10,4,False,False,True,False
67,85,638.29,2,31.65,10,6,1,47.35,2,1,3,2,False,True,False,False
37,87,105.56,3,6.11,5,5,2,38.35,2,1,10,5,True,False,False,False
36,116,379.49,1,10.8,4,6,0,26.24,3,2,0,2,False,False,True,False
27,1,631.87,3,13.34,5,7,3,43.83,2,0,1,5,False,False,True,False
29,1,846.57,2,23.25,9,5,6,37.5,3,3,7,8,False,False,False,True
44,6,241.59,1,4.99,1,12,6,37.73,1,1,3,5,False,True,False,False
56,45,479.04,6,30.01,11,12,1,34.18,3,2,10,4,False,False,True,False
50,118,316.61,4,39.48,5,4,8,36.26,2,2,1,4,False,True,False,False
42,115,377.66,1,52.49,8,10,2,39.96,1,0,10,1,False,False,False,True
38,90,801.14,1,50.34,10,7,2,40.95,3,2,8,4,False,True,False,False
58,107,426.27,5,2.55,7,11,3,54.33,3,4,10,8,False,True,False,False
44,81,692.01,5,6.74,3,14,5,35.11,1,0,6,3,True,False,False,False
67,43,874.09,3,4.7,7,2,0,30.5,1,1,8,2,False,False,False,False
64,36,533.31,6,40.97,5,12,5,37.2,3,0,10,2,False,False,False,True
37,115,685.67,5,0.07,11,6,2,44.95,2,3,4,5,False,False,False,False
64,29,224.25,3,24.15,1,8,2,45.8,3,4,9,8,False,False,False,True
57,52,1230.69,4,1.89,4,14,3,42.3,1,3,4,6,False,False,False,True
43,73,352.17,6,22.73,6,10,3,25.93,1,3,8,5,False,False,True,False
23,30,440.54,2,20.05,11,4,3,37.59,3,1,7,3,False,False,True,False
25,39,1013.75,1,47.75,10,8,2,14.48,1,1,1,2,False,True,False,False
42,44,322.78,2,12.25,11,6,2,43.98,2,2,2,6,False,False,False,False
40,56,98.69,4,15.38,11,10,2,45.74,1,2,8,7,False,True,False,False
59,48,572.01,6,14.77,1,10,1,32.66,2,0,9,1,False,False,True,False
39,12,499.44,2,14.15,11,2,1,30.66,1,1,5,4,False,False,False,False
46,116,461.97,4,6.07,4,2,3,48.09,2,1,9,4,False,False,True,False
31,117,143.96,6,30.38,11,4,2,35.67,1,1,2,3,False,False,False,False
51,80,147.18,6,37.87,11,14,2,21.69,2,2,7,4,True,False,False,False
20,56,208.86,2,35.08,3,9,2,31.3,1,0,3,2,True,False,False,False
64,115,1100.24,2,6.44,10,14,3,33.88,3,4,8,7,True,False,False,False
68,41,1292.5,3,86.22,5,12,0,30.42,3,1,8,2,True,False,False,False
40,40,298.99,3,4.58,9,7,2,24.98,1,3,5,5,False,False,False,True
30,73,725.38,1,47.8,7,6,5,40.9,1,0,2,2,False,False,False,False
39,96,106.07,5,23.41,7,11,3,21.37,1,2,1,5,False,False,False,True
37,116,117.91,3,9.47,6,5,0,43.12,1,2,9,5,False,True,False,False
53,111,382.79,3,13.93,9,7,0,18.55,1,0,4,1,False,True,False,False
52,75,191.88,3,11.87,2,10,3,43.34,1,1,3,3,False,True,False,False
20,3,525.92,4,112.59,11,9,1,31.09,2,1,6,5,False,False,True,False
25,37,427.0,2,18.75,1,12,3,37.03,1,2,3,5,False,False,True,False
64,22,496.81,4,18.44,7,5,2,9.17,1,2,3,5,False,False,False,True
19,101,419.88,5,12.34,1,7,3,46.93,1,0,2,4,False,True,False,False
64,66,506.01,5,154.88,7,3,1,40.26,1,4,0,6,False,False,False,True
35,47,194.03,2,66.69,7,4,3,15.05,3,1,9,5,False,False,False,True
35,86,864.81,5,7.16,1,4,3,22.18,2,2,4,3,False,False,True,False
44,95,340.32,6,78.89,3,4,1,53.0,3,4,7,6,False,False,False,True
68,119,559.41,3,81.77,9,12,3,50.28,2,1,8,3,False,False,True,False
24,110,446.74,4,66.49,1,8,2,42.94,1,0,9,4,False,True,False,False
36,29,454.27,1,25.69,6,13,1,32.84,1,1,5,3,False,False,False,False
45,93,107.12,2,20.84,11,8,2,28.99,3,1,0,3,False,False,True,False
44,33,265.59,6,37.2,10,2,2,43.48,2,4,0,9,True,False,False,False
58,78,73.27,6,95.71,10,8,4,32.88,2,3,3,6,False,False,True,False
65,51,267.38,3,32.21,3,2,1,36.99,1,2,3,6,False,True,False,False
25,42,161.36,4,17.76,3,7,3,34.63,2,3,6,4,False,False,False,False
31,102,136.43,1,16.92,1,2,4,39.46,3,0,8,3,False,False,False,True
23,69,295.11,2,93.08,2,5,2,2.87,1,0,3,2,False,False,True,False
49,31,623.73,4,45.52,8,6,4,42.97,2,1,10,4,False,False,False,True
39,4,346.08,2,27.88,7,4,6,26.5,3,1,11,3,False,True,False,False
63,64,522.84,2,76.14,3,3,3,19.72,1,3,7,6,False,True,False,False
50,17,240.84,4,11.99,10,8,4,22.31,2,2,9,5,False,True,False,False
68,88,134.8,3,19.03,3,6,1,51.21,1,0,3,1,False,True,False,False
26,82,282.08,3,28.8,8,4,4,35.88,1,2,10,5,False,False,False,False
54,62,367.95,2,42.89,6,12,5,28.55,1,3,11,6,False,False,False,True
42,68,912.45,5,16.92,10,2,4,42.95,2,2,5,4,False,False,False,True
23,103,1094.43,4,36.53,11,14,2,47.86,3,2,11,4,False,False,False,True
56,69,341.99,3,6.15,5,3,5,41.34,2,1,4,4,False,False,False,False
61,98,148.65,5,7.71,2,12,1,58.53,3,2,1,4,False,False,False,True
56,66,85.85,1,1.05,3,5,1,38.96,1,1,11,3,False,False,True,False
44,80,281.63,2,6.59,7,4,1,56.53,2,2,6,5,False,False,False,False
19,107,204.35,5,8.31,9,13,4,42.04,2,0,9,4,True,False,False,False
67,20,87.08,2,15.68,1,6,1,53.79,3,1,3,3,False,True,False,False
40,90,445.11,4,67.03,8,8,1,27.71,3,0,7,2,True,False,False,False
47,45,361.89,4,114.81,5,9,5,51.73,2,0,1,3,False,False,True,False
58,111,1037.66,6,9.09,3,13,1,37.71,1,3,7,6,False,False,False,False
65,42,1365.27,3,14.01,9,13,1,43.2,2,3,1,6,True,False,False,False
67,83,190.88,3,9.64,8,4,2,15.11,2,2,3,7,False,False,True,False
53,114,410.4,2,22.5,6,9,1,47.41,1,3,8,6,False,True,False,False
31,21,616.66,3,24.83,3,11,2,35.46,1,0,7,6,False,False,False,False
27,66,228.14,3,7.99,11,5,3,17.94,3,2,3,4,False,False,False,True
63,39,421.33,4,51.01,6,12,1,46.14,3,2,11,4,False,False,False,True
66,63,45.1,6,2.32,2,5,2,29.92,2,2,1,5,True,False,False,False
54,86,389.97,2,0.12,5,3,4,29.93,2,3,5,6,False,False,False,True
19,18,507.76,2,39.16,10,5,1,41.88,3,2,5,6,False,True,False,False
65,83,397.15,5,6.08,11,7,1,39.49,2,0,5,2,False,False,False,True
41,65,617.05,5,45.43,11,13,1,37.72,1,4,3,7,True,False,False,False
62,7,207.38,5,5.95,2,14,3,47.01,2,1,0,4,False,False,False,True
58,20,315.96,3,2.24,10,11,1,32.44,1,1,7,5,True,False,False,False
29,89,1196.04,1,11.73,9,13,2,51.78,2,0,4,2,False,True,False,False
25,16,366.75,4,65.08,8,11,1,22.0,3,2,0,3,True,False,False,False
63,87,1023.52,4,85.92,1,12,2,50.66,2,4,4,7,False,False,False,False
29,112,235.41,2,15.46,2,6,3,50.47,2,0,8,4,False,False,True,False
29,108,800.38,5,44.6,2,2,3,45.79,2,3,11,5,False,True,False,False
36,103,477.73,2,22.94,8,3,3,54.52,3,0,3,2,False,False,True,False
24,35,68.85,1,140.73,9,13,0,43.23,3,0,4,1,False,False,False,False
28,36,423.06,5,0.62,10,6,1,31.59,1,2,11,5,True,False,False,False
45,40,351.48,2,32.49,5,14,0,29.2,2,3,7,4,False,True,False,False
68,111,349.57,3,42.01,10,2,2,39.17,2,3,9,7,False,True,False,False
30,23,728.83,1,47.62,10,4,0,46.28,1,2,1,2,True,False,False,False
35,11,615.64,4,8.66,4,3,2,26.44,3,1,11,3,False,False,False,False
41,14,133.89,6,19.74,2,14,1,26.97,3,2,3,5,False,False,True,False
55,38,90.36,6,19.93,11,14,3,35.35,2,3,5,6,False,False,True,False
46,110,624.01,5,53.09,2,8,1,49.39,1,0,8,3,False,False,False,False
56,7,501.43,5,66.56,2,14,3,23.44,1,1,5,4,True,False,False,False
34,50,197.48,4,44.93,2,3,1,5.74,1,3,3,6,True,False,False,False
44,18,268.09,4,13.46,8,7,3,29.51,2,3,11,7,True,False,False,False
47,15,421.96,5,119.39,1,4,1,59.63,1,0,2,2,False,False,False,False
20,59,565.66,4,25.04,1,8,1,23.7,2,2,4,4,False,False,False,False
34,111,393.63,5,24.65,9,5,4,43.96,3,2,0,8,False,False,False,False
23,24,562.41,2,5.44,5,3,0,29.47,1,1,9,2,False,False,True,False
61,69,381.54,1,5.89,2,14,2,27.48,2,3,8,6,False,False,False,False
41,70,335.79,4,24.22,6,12,2,49.03,1,4,9,9,False,False,False,False
21,61,314.68,3,12.26,11,6,0,31.54,3,0,2,1,False,True,False,False
66,51,591.75,4,134.67,7,4,2,14.51,3,1,11,3,False,False,True,False
21,46,262.34,6,2.51,11,11,4,41.05,2,2,3,8,False,True,False,False
56,74,475.08,3,7.77,11,7,1,19.23,2,0,1,2,True,False,False,False
22,71,706.42,5,61.23,5,4,0,24.83,3,1,3,1,False,False,False,False
54,68,480.03,3,14.53,1,4,4,47.91,1,3,8,5,False,False,False,False
64,18,351.23,6,138.72,7,3,0,36.76,3,2,11,3,False,False,False,True
56,111,421.79,5,23.64,3,3,1,26.52,3,1,6,4,False,True,False,False
43,72,526.01,3,0.14,10,9,4,40.57,3,0,7,4,False,False,True,False
25,8,715.9,2,10.06,9,7,2,25.35,3,3,6,6,False,False,False,True
59,9,126.96,5,9.42,5,2,2,36.17,2,1,4,6,False,False,True,False
44,8,68.3,6,19.24,5,4,1,62.88,2,1,9,4,False,False,True,False
42,24,381.68,3,3.5,9,3,4,55.32,3,0,2,3,True,False,False,False
61,24,366.3,2,32.98,10,2,1,40.74,3,2,7,5,False,False,False,True
27,30,284.43,2,44.76,7,7,1,32.46,3,0,2,1,False,False,False,False
59,96,390.7,3,24.54,3,7,1,40.66,3,1,11,4,True,False,False,False
43,27,234.65,6,33.37,2,14,4,35.25,2,1,11,3,False,False,False,True
31,116,39.87,2,58.17,7,5,0,30.57,3,0,5,1,False,False,False,False
40,26,211.81,3,6.76,8,8,1,26.44,3,0,6,2,True,False,False,False
57,39,109.86,5,2.44,2,14,1,31.83,1,7,0,9,False,True,False,False
56,57,573.51,4,5.3,1,13,3,25.77,1,0,1,2,False,False,True,False
49,113,1022.48,2,11.18,6,6,1,50.58,1,0,6,3,False,False,False,True
23,107,1168.02,3,17.6,7,8,3,40.56,1,5,1,7,False,True,False,False
25,25,346.06,1,30.22,1,4,4,13.34,1,1,3,3,False,False,False,True
42,107,695.91,3,56.14,2,9,5,52.95,2,0,10,5,True,False,False,False
54,95,381.97,1,55.39,9,6,1,50.44,1,0,5,4,False,False,False,True
20,59,159.86,5,18.96,3,3,4,23.9,3,1,11,4,False,False,False,False
68,27,286.67,1,22.99,3,14,2,22.66,2,0,9,5,False,True,False,False
